Provider,In_TotalClaims,In_AvgDiagnosisCount,In_AvgProcedureCount,In_PctFullDiagnosis,In_PctHighProcedure,In_AvgProcDiagRatio,Out_TotalClaims,Out_AvgDiagnosisCount,Out_AvgProcedureCount,Out_PctFullDiagnosis,Out_PctHasProcedure,Out_AvgProcDiagRatio,PotentialFraud
PRV51858,0.0,0.0,0.0,0.0,0.0,0.0,61.0,8.125,0.0,0.0,0.0,0.0,0
PRV51859,0.0,0.0,0.0,0.0,0.0,0.0,65.0,8.5,0.0,0.0,0.0,0.0,0
PRV51860,4.0,8.5,0.25,0.25,0.0,0.025,772.0,8.483333333333333,0.0,0.0051813471502590676,0.0,0.0,0
PRV51861,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0
PRV51862,8.0,8.5,0.75,0.125,0.0,0.08497474747474748,12.0,9.0,0.0,0.0,0.0,0.0,0
PRV51863,19.0,8.368421052631579,0.9473684210526315,0.21052631578947367,0.05263157894736842,0.10026201868307132,54.0,8.5,0.0,0.0,0.0,0.0,0
PRV51864,6.0,8.0,0.3333333333333333,0.16666666666666666,0.0,0.05833333333333333,127.0,8.0,0.0,0.007874015748031496,0.0,0.0,0
PRV51865,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,0
PRV51867,0.0,0.0,0.0,0.0,0.0,0.0,102.0,8.4,0.0,0.00980392156862745,0.0,0.0,0
PRV51868,100.0,7.44,0.85,0.08,0.06,0.11123737373737373,44.0,8.0,0.0,0.022727272727272728,0.0,0.0,1
PRV51869,2.0,7.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0
PRV51870,0.0,0.0,0.0,0.0,0.0,0.0,55.0,8.666666666666666,0.0,0.0,0.0,0.0,0
PRV51871,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,0.0,0.0,0.0,0.0,0
PRV51872,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0
PRV51873,26.0,8.0,0.7307692307692307,0.11538461538461539,0.0,0.08853923853923854,118.0,9.142857142857142,0.0,0.00847457627118644,0.0,0.0,1
PRV51874,0.0,0.0,0.0,0.0,0.0,0.0,44.0,7.8,0.0,0.0,0.0,0.0,0
PRV51875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
PRV51876,18.0,7.888888888888889,0.7777777777777778,0.05555555555555555,0.0,0.0981060606060606,43.0,9.0,0.0,0.0,0.0,0.0,1
PRV51877,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
PRV51878,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0
PRV51879,0.0,0.0,0.0,0.0,0.0,0.0,105.0,7.6,0.0,0.0,0.0,0.0,0
PRV51884,5.0,7.6,1.0,0.2,0.0,0.143030303030303,39.0,7.666666666666667,0.0,0.0,0.0,0.0,0
PRV51885,0.0,0.0,0.0,0.0,0.0,0.0,85.0,9.0,0.0,0.023529411764705882,0.0,0.0,0
PRV51886,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0
PRV51887,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0
PRV51888,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0
PRV51889,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
PRV51890,1.0,9.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0
PRV51891,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
PRV51892,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0
PRV51894,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0
PRV51895,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0
PRV51896,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0
PRV51897,0.0,0.0,0.0,0.0,0.0,0.0,65.0,8.0,0.0,0.0,0.0,0.0,0
PRV51898,1.0,9.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0
PRV51899,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.5,0.0,0.0,0.0,0.0,0
PRV51901,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0
PRV51902,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
PRV51905,0.0,0.0,0.0,0.0,0.0,0.0,257.0,7.714285714285714,0.0,0.0038910505836575876,0.0,0.0,0
PRV51906,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,0
PRV51908,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.5,0.0,0.0,0.0,0.0,0
PRV51909,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0
PRV51910,0.0,0.0,0.0,0.0,0.0,0.0,82.0,8.6,0.0,0.0,0.0,0.0,0
PRV51911,0.0,0.0,0.0,0.0,0.0,0.0,93.0,7.8,0.0,0.0,0.0,0.0,0
PRV51913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
PRV51914,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0
PRV51915,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,0
PRV51916,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6.8,0.0,0.0,0.0,0.0,0
PRV51917,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0
PRV51918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
PRV51919,6.0,8.833333333333334,1.0,0.0,0.16666666666666666,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV51920,9.0,7.888888888888889,0.6666666666666666,0.1111111111111111,0.0,0.09713804713804713,9.0,0.0,0.0,0.0,0.0,0.0,1
PRV51921,0.0,0.0,0.0,0.0,0.0,0.0,70.0,9.2,0.0,0.014285714285714285,0.0,0.0,0
PRV51922,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0
PRV51923,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0
PRV51924,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0
PRV51925,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
PRV51926,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,0.0,0.0,0.0,0.0,0
PRV51927,5.0,9.2,1.0,0.2,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0
PRV51928,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,0.0,0.03333333333333333,0.0,0.0,0
PRV51929,8.0,7.875,0.75,0.0,0.0,0.07500000000000001,103.0,8.0,0.0,0.009708737864077669,0.0,0.0,0
PRV51930,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0
PRV51931,1.0,8.0,0.0,0.0,0.0,0.0,45.0,7.166666666666667,0.0,0.0,0.0,0.0,0
PRV51932,2.0,9.0,1.5,0.0,0.0,0.15000000000000002,19.0,8.2,0.0,0.10526315789473684,0.0,0.0,0
PRV51933,0.0,0.0,0.0,0.0,0.0,0.0,57.0,8.666666666666666,0.0,0.0,0.0,0.0,0
PRV51934,0.0,0.0,0.0,0.0,0.0,0.0,111.0,8.666666666666666,0.0,0.009009009009009009,0.0,0.0,0
PRV51935,3.0,9.333333333333334,1.0,0.3333333333333333,0.0,0.09696969696969697,54.0,7.8,0.0,0.018518518518518517,0.0,0.0,0
PRV51936,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0
PRV51937,0.0,0.0,0.0,0.0,0.0,0.0,90.0,8.857142857142858,0.0,0.011111111111111112,0.0,0.0,0
PRV51938,2.0,6.0,0.0,0.5,0.0,0.0,104.0,6.75,0.0,0.0,0.0,0.0,0
PRV51940,193.0,8.082901554404145,0.7357512953367875,0.05699481865284974,0.031088082901554404,0.0860905502097212,58.0,9.0,0.0,0.0,0.0,0.0,1
PRV51941,2.0,5.5,1.0,0.0,0.0,0.1,25.0,9.333333333333334,0.0,0.04,0.0,0.0,0
PRV51942,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5.333333333333333,0.0,0.0,0.0,0.0,0
PRV51943,1.0,6.0,0.0,0.0,0.0,0.0,88.0,7.909090909090909,0.0,0.022727272727272728,0.0,0.0,0
PRV51944,5.0,7.4,1.2,0.0,0.0,0.1549206349206349,119.0,8.8,0.0,0.0,0.0,0.0,0
PRV51946,23.0,8.26086956521739,0.5652173913043478,0.13043478260869565,0.0,0.06949934123847168,68.0,8.5,0.0,0.0,0.0,0.0,0
PRV51947,1.0,9.0,0.0,0.0,0.0,0.0,27.0,7.5,0.0,0.0,0.0,0.0,0
PRV51948,143.0,7.944055944055944,0.6363636363636364,0.1258741258741259,0.027972027972027972,0.07795865750411206,372.0,8.67741935483871,0.0,0.010752688172043012,0.0,0.0,1
PRV51949,19.0,7.631578947368421,0.5263157894736842,0.21052631578947367,0.0,0.07267031214399636,52.0,7.25,0.0,0.0,0.0,0.0,0
PRV51950,3.0,9.333333333333334,1.6666666666666667,0.3333333333333333,0.0,0.16363636363636366,66.0,9.25,0.0,0.015151515151515152,0.0,0.0,0
PRV51951,48.0,8.166666666666666,0.8333333333333334,0.10416666666666667,0.020833333333333332,0.09207551707551709,54.0,8.2,0.0,0.0,0.0,0.0,1
PRV51952,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,0.05263157894736842,0.0,0.0,0
PRV51954,23.0,7.3478260869565215,1.0434782608695652,0.13043478260869565,0.08695652173913043,0.1276962168266516,620.0,8.078947368421053,0.0,0.0064516129032258064,0.0,0.0,0
PRV51956,2.0,9.0,0.5,0.5,0.0,0.05555555555555555,12.0,9.0,0.0,0.0,0.0,0.0,0
PRV51957,24.0,8.041666666666666,0.7083333333333334,0.16666666666666666,0.0,0.0864793771043771,55.0,6.333333333333333,0.0,0.0,0.0,0.0,0
PRV51958,1.0,6.0,0.0,0.0,0.0,0.0,28.0,9.5,0.0,0.03571428571428571,0.0,0.0,0
PRV51959,0.0,0.0,0.0,0.0,0.0,0.0,751.0,8.053571428571429,0.0,0.006657789613848202,0.0,0.0,0
PRV51960,21.0,8.047619047619047,0.9047619047619048,0.047619047619047616,0.0,0.1080705009276438,27.0,9.0,0.0,0.0,0.0,0.0,0
PRV51961,0.0,0.0,0.0,0.0,0.0,0.0,159.0,8.222222222222221,0.0,0.006289308176100629,0.0,0.0,0
PRV51963,0.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,0.0,0.0,0.0,0.0,0
PRV51964,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.5,0.0,0.0,0.0,0.0,0
PRV51965,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,0
PRV51966,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
PRV51967,0.0,0.0,0.0,0.0,0.0,0.0,57.0,6.5,0.0,0.0,0.0,0.0,0
PRV51968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
PRV51969,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0
PRV51970,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.333333333333334,0.0,0.02857142857142857,0.0,0.0,0
PRV51972,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0
PRV51973,0.0,0.0,0.0,0.0,0.0,0.0,74.0,8.4,0.0,0.013513513513513514,0.0,0.0,0
PRV51974,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
PRV51976,7.0,8.142857142857142,1.0,0.2857142857142857,0.0,0.11463615749330035,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV51977,1.0,9.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV51978,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV51979,13.0,8.153846153846153,0.6153846153846154,0.0,0.0,0.06813186813186813,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51981,5.0,7.0,0.2,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV51983,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9.0,0.0,0.0,0.0,0.0,0
PRV51984,0.0,0.0,0.0,0.0,0.0,0.0,525.0,8.371428571428572,0.0,0.007619047619047619,0.0,0.0,0
PRV51987,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV51988,0.0,0.0,0.0,0.0,0.0,0.0,37.0,7.5,0.0,0.0,0.0,0.0,0
PRV51989,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0
PRV51990,0.0,0.0,0.0,0.0,0.0,0.0,89.0,8.818181818181818,0.0,0.011235955056179775,0.0,0.0,0
PRV51991,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,0.0,0.0,0.0,0.0,0
PRV51992,0.0,0.0,0.0,0.0,0.0,0.0,61.0,8.4,0.0,0.01639344262295082,0.0,0.0,0
PRV51993,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0
PRV51994,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.5,0.0,0.030303030303030304,0.0,0.0,0
PRV51995,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0
PRV51996,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0
PRV51998,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0
PRV51999,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,0.058823529411764705,0.0,0.0,0
PRV52001,0.0,0.0,0.0,0.0,0.0,0.0,1177.0,8.346938775510203,0.0,0.009345794392523364,0.0,0.0,0
PRV52002,24.0,7.916666666666667,0.875,0.20833333333333334,0.0,0.10029160654160656,164.0,8.1,0.0,0.018292682926829267,0.0,0.0,1
PRV52003,77.0,7.922077922077922,0.7272727272727273,0.07792207792207792,0.0,0.08444369483330523,77.0,8.333333333333334,0.0,0.025974025974025976,0.0,0.0,0
PRV52004,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,0.02127659574468085,0.0,0.0,0
PRV52007,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0
PRV52008,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0,0.0,0
PRV52009,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.8,0.0,0.02857142857142857,0.0,0.0,0
PRV52010,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0
PRV52011,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0
PRV52012,1.0,9.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV52013,0.0,0.0,0.0,0.0,0.0,0.0,62.0,9.0,0.0,0.0,0.0,0.0,0
PRV52014,0.0,0.0,0.0,0.0,0.0,0.0,351.0,7.9393939393939394,0.0,0.005698005698005698,0.0,0.0,0
PRV52017,23.0,8.130434782608695,0.9565217391304348,0.13043478260869565,0.0,0.11066566283957588,257.0,8.058823529411764,0.0,0.0,0.0,0.0,0
PRV52019,516.0,8.087209302325581,0.7635658914728682,0.09108527131782945,0.023255813953488372,0.08908974853742295,1445.0,8.176470588235293,0.0,0.008996539792387544,0.0,0.0,1
PRV52020,92.0,7.793478260869565,0.8260869565217391,0.07608695652173914,0.03260869565217391,0.10099049501223414,514.0,8.5,0.0,0.0019455252918287938,0.0,0.0,1
PRV52021,181.0,8.077348066298342,0.6961325966850829,0.09392265193370165,0.04419889502762431,0.08309256734671099,432.0,7.25,0.0,0.004629629629629629,0.0,0.0,1
PRV52022,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.6,0.0,0.0,0.0,0.0,0
PRV52024,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV52025,0.0,0.0,0.0,0.0,0.0,0.0,119.0,8.416666666666666,0.0,0.01680672268907563,0.0,0.0,0
PRV52026,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0
PRV52027,46.0,8.326086956521738,0.7391304347826086,0.15217391304347827,0.021739130434782608,0.07547211242863418,135.0,8.222222222222221,0.0,0.0,0.0,0.0,0
PRV52028,4.0,5.25,0.25,0.0,0.0,0.025,14.0,0.0,0.0,0.0,0.0,0.0,0
PRV52029,11.0,8.090909090909092,0.8181818181818182,0.18181818181818182,0.09090909090909091,0.08795749704840614,157.0,8.166666666666666,0.0,0.0,0.0,0.0,0
PRV52030,4.0,8.75,0.75,0.0,0.0,0.07777777777777778,2271.0,8.015625,0.0,0.010127697049757816,0.0,0.0,1
PRV52031,1.0,9.0,1.0,0.0,0.0,0.1,124.0,7.823529411764706,0.0,0.0,0.0,0.0,0
PRV52032,56.0,8.035714285714286,0.6607142857142857,0.10714285714285714,0.017857142857142856,0.07505282415996703,571.0,8.075,0.0017513134851138354,0.008756567425569177,0.0017513134851138354,0.0,1
PRV52037,0.0,0.0,0.0,0.0,0.0,0.0,171.0,8.5,0.0,0.005847953216374269,0.0,0.0,0
PRV52038,22.0,7.909090909090909,0.9090909090909091,0.045454545454545456,0.09090909090909091,0.10905647382920111,237.0,8.045454545454545,0.0,0.016877637130801686,0.0,0.0,0
PRV52039,0.0,0.0,0.0,0.0,0.0,0.0,50.0,9.0,0.0,0.0,0.0,0.0,0
PRV52041,0.0,0.0,0.0,0.0,0.0,0.0,1885.0,7.767441860465116,0.0,0.00636604774535809,0.0,0.0,1
PRV52042,1.0,9.0,0.0,0.0,0.0,0.0,51.0,8.666666666666666,0.0,0.0,0.0,0.0,0
PRV52044,43.0,7.813953488372093,0.6511627906976745,0.06976744186046512,0.0,0.08915735427363335,36.0,8.0,0.0,0.0,0.0,0.0,0
PRV52045,46.0,8.108695652173912,0.717391304347826,0.08695652173913043,0.0,0.07993600602296255,197.0,8.357142857142858,0.0,0.015228426395939087,0.0,0.0,1
PRV52046,0.0,0.0,0.0,0.0,0.0,0.0,101.0,8.0,0.0,0.009900990099009901,0.0,0.0,0
PRV52047,15.0,7.2,0.6666666666666666,0.2,0.13333333333333333,0.07164983164983166,9.0,9.0,0.0,0.0,0.0,0.0,0
PRV52048,0.0,0.0,0.0,0.0,0.0,0.0,108.0,7.4,0.0,0.0,0.0,0.0,0
PRV52049,0.0,0.0,0.0,0.0,0.0,0.0,192.0,7.866666666666666,0.0,0.005208333333333333,0.0,0.0,0
PRV52051,0.0,0.0,0.0,0.0,0.0,0.0,89.0,8.5,0.0,0.011235955056179775,0.0,0.0,0
PRV52052,5.0,8.0,0.4,0.0,0.0,0.05,53.0,6.0,0.0,0.0,0.0,0.0,0
PRV52054,0.0,0.0,0.0,0.0,0.0,0.0,240.0,7.75,0.0,0.0,0.0,0.0,0
PRV52055,0.0,0.0,0.0,0.0,0.0,0.0,203.0,8.76923076923077,0.0,0.014778325123152709,0.0,0.0,0
PRV52056,0.0,0.0,0.0,0.0,0.0,0.0,60.0,8.75,0.0,0.016666666666666666,0.0,0.0,0
PRV52057,10.0,8.8,0.8,0.1,0.0,0.08,175.0,8.2,0.0,0.011428571428571429,0.0,0.0,0
PRV52058,0.0,0.0,0.0,0.0,0.0,0.0,204.0,7.588235294117647,0.0,0.004901960784313725,0.0,0.0,0
PRV52059,13.0,7.769230769230769,0.6153846153846154,0.07692307692307693,0.0,0.0787878787878788,1274.0,7.980952380952381,0.0,0.008634222919937205,0.0,0.0,1
PRV52061,0.0,0.0,0.0,0.0,0.0,0.0,131.0,8.083333333333334,0.0,0.007633587786259542,0.0,0.0,0
PRV52062,0.0,0.0,0.0,0.0,0.0,0.0,184.0,8.272727272727273,0.0,0.005434782608695652,0.0,0.0,0
PRV52063,88.0,7.9772727272727275,0.7045454545454546,0.09090909090909091,0.022727272727272728,0.08398186409550046,704.0,8.057692307692308,0.0,0.002840909090909091,0.0,0.0,0
PRV52064,38.0,7.868421052631579,0.6052631578947368,0.10526315789473684,0.0,0.07731924508240298,2806.0,8.305882352941177,0.0003563791874554526,0.005702066999287242,0.0003563791874554526,0.0,1
PRV52065,116.0,7.922413793103448,0.7327586206896551,0.1206896551724138,0.034482758620689655,0.09512924814648951,209.0,8.166666666666666,0.0,0.009569377990430622,0.0,0.0,1
PRV52066,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,8.075471698113208,0.0006872852233676976,0.005498281786941581,0.0006872852233676976,0.0,1
PRV52068,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.333333333333334,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.0,0
PRV52069,0.0,0.0,0.0,0.0,0.0,0.0,88.0,9.0,0.0,0.011363636363636364,0.0,0.0,0
PRV52071,0.0,0.0,0.0,0.0,0.0,0.0,749.0,8.473684210526315,0.0,0.0053404539385847796,0.0,0.0,0
PRV52072,41.0,8.512195121951219,0.8048780487804879,0.12195121951219512,0.07317073170731707,0.0825080068982508,91.0,8.375,0.0,0.0,0.0,0.0,0
PRV52073,28.0,8.25,0.9642857142857143,0.14285714285714285,0.07142857142857142,0.11412337662337661,36.0,6.5,0.0,0.0,0.0,0.0,0
PRV52074,11.0,7.818181818181818,0.8181818181818182,0.18181818181818182,0.0,0.09070247933884298,130.0,8.625,0.0,0.007692307692307693,0.0,0.0,0
PRV52075,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0
PRV52076,56.0,7.446428571428571,0.8571428571428571,0.0,0.017857142857142856,0.11906179138321996,165.0,7.777777777777778,0.0,0.0,0.0,0.0,0
PRV52077,104.0,8.278846153846153,0.7596153846153846,0.125,0.019230769230769232,0.08747016872016872,1052.0,7.947916666666667,0.0019011406844106464,0.006653992395437262,0.0019011406844106464,0.0,1
PRV52079,7.0,8.285714285714286,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.09671717171717173,26.0,9.0,0.0,0.0,0.0,0.0,0
PRV52081,3.0,8.666666666666666,0.6666666666666666,0.0,0.0,0.06666666666666667,21.0,5.5,0.0,0.0,0.0,0.0,0
PRV52082,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0
PRV52084,10.0,7.7,0.9,0.0,0.0,0.11190476190476191,24.0,9.5,0.0,0.041666666666666664,0.0,0.0,0
PRV52085,0.0,0.0,0.0,0.0,0.0,0.0,824.0,8.327868852459016,0.0,0.006067961165048544,0.0,0.0,0
PRV52087,2.0,7.0,0.0,0.0,0.0,0.0,54.0,9.0,0.0,0.0,0.0,0.0,0
PRV52088,1.0,2.0,1.0,0.0,0.0,0.3333333333333333,43.0,9.0,0.0,0.0,0.0,0.0,0
PRV52089,15.0,8.133333333333333,0.8,0.13333333333333333,0.06666666666666667,0.08833333333333333,130.0,8.909090909090908,0.0,0.0,0.0,0.0,1
PRV52090,0.0,0.0,0.0,0.0,0.0,0.0,303.0,8.303030303030303,0.0,0.0165016501650165,0.0,0.0,0
PRV52092,12.0,8.75,0.5833333333333334,0.16666666666666666,0.0,0.05681818181818182,147.0,8.4375,0.0,0.006802721088435374,0.0,0.0,0
PRV52094,8.0,8.625,0.75,0.125,0.0,0.07922077922077922,45.0,8.5,0.0,0.0,0.0,0.0,0
PRV52095,1.0,9.0,1.0,0.0,0.0,0.1,37.0,9.25,0.0,0.02702702702702703,0.0,0.0,0
PRV52097,1.0,9.0,0.0,0.0,0.0,0.0,54.0,8.5,0.0,0.0,0.0,0.0,0
PRV52098,0.0,0.0,0.0,0.0,0.0,0.0,469.0,8.11111111111111,0.0,0.008528784648187633,0.0,0.0,0
PRV52099,2.0,8.5,0.5,0.0,0.0,0.05,88.0,8.6,0.0,0.0,0.0,0.0,0
PRV52100,164.0,8.182926829268293,0.7804878048780488,0.10365853658536585,0.03048780487804878,0.08966582198289516,37.0,8.4,0.0,0.0,0.0,0.0,1
PRV52101,1.0,8.0,3.0,0.0,1.0,0.3333333333333333,14.0,4.0,0.0,0.0,0.0,0.0,0
PRV52102,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0
PRV52104,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,7.858695652173913,0.001682085786375105,0.005887300252312868,0.0008410428931875525,0.0,0
PRV52105,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,0
PRV52107,10.0,8.2,0.7,0.1,0.1,0.06838383838383838,109.0,8.6,0.0,0.009174311926605505,0.0,0.0,0
PRV52109,0.0,0.0,0.0,0.0,0.0,0.0,248.0,6.833333333333333,0.0,0.008064516129032258,0.0,0.0,0
PRV52111,9.0,7.111111111111111,0.5555555555555556,0.0,0.0,0.07173721340388006,76.0,7.0,0.0,0.013157894736842105,0.0,0.0,0
PRV52112,24.0,8.125,0.5833333333333334,0.25,0.041666666666666664,0.06278860028860028,61.0,7.75,0.0,0.01639344262295082,0.0,0.0,0
PRV52113,0.0,0.0,0.0,0.0,0.0,0.0,120.0,7.5,0.0,0.0,0.0,0.0,0
PRV52114,105.0,8.038095238095238,0.7333333333333333,0.0761904761904762,0.009523809523809525,0.08973819830962688,1164.0,8.039473684210526,0.0,0.002577319587628866,0.0,0.0,1
PRV52115,20.0,7.9,1.15,0.1,0.1,0.1478282828282828,70.0,8.0,0.0,0.014285714285714285,0.0,0.0,1
PRV52118,4.0,8.0,1.5,0.0,0.0,0.16875,48.0,8.5,0.0,0.0,0.0,0.0,0
PRV52119,16.0,8.9375,0.9375,0.125,0.0625,0.09147727272727273,36.0,9.0,0.0,0.0,0.0,0.0,1
PRV52120,165.0,8.018181818181818,0.696969696969697,0.06060606060606061,0.024242424242424242,0.08656696838515021,1066.0,8.181818181818182,0.0009380863039399625,0.0075046904315197,0.0009380863039399625,0.0,1
PRV52121,4.0,7.0,1.0,0.0,0.0,0.10277777777777777,49.0,0.0,0.0,0.0,0.0,0.0,0
PRV52122,0.0,0.0,0.0,0.0,0.0,0.0,41.0,9.6,0.0,0.07317073170731707,0.0,0.0,0
PRV52123,162.0,8.024691358024691,0.7098765432098766,0.08024691358024691,0.024691358024691357,0.0840196497603905,94.0,9.11111111111111,0.0,0.031914893617021274,0.0,0.0,1
PRV52124,7.0,7.857142857142857,1.1428571428571428,0.14285714285714285,0.0,0.12733457019171304,108.0,7.285714285714286,0.0,0.009259259259259259,0.0,0.0,1
