Provider,In_TotalClaims,In_AvgDiagnosisCount,In_AvgProcedureCount,In_PctFullDiagnosis,In_PctHighProcedure,In_AvgProcDiagRatio,Out_TotalClaims,Out_AvgDiagnosisCount,Out_AvgProcedureCount,Out_PctFullDiagnosis,Out_PctHasProcedure,Out_AvgProcDiagRatio,PotentialFraud,Bene_UniqueCount,Bene_AvgAge,Bene_AvgChronicCount,Bene_PctChronic,Bene_AvgReimbursed,Bene_AvgDeductible
PRV52079,7.0,8.285714285714286,0.8571428571428571,0.2857142857142857,0.1428571428571428,0.0967171717171717,26.0,9.0,0.0,0.0,0.0,0.0,0,7.0,70.14285714285714,17.0,1.0,15345.714285714286,1687.142857142857
PRV52081,3.0,8.666666666666666,0.6666666666666666,0.0,0.0,0.0666666666666666,21.0,5.5,0.0,0.0,0.0,0.0,0,3.0,92.0,16.0,1.0,9693.333333333334,2217.3333333333335
PRV52082,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52084,10.0,7.7,0.9,0.0,0.0,0.1119047619047619,24.0,9.5,0.0,0.0416666666666666,0.0,0.0,0,10.0,69.0,16.4,1.0,16936.0,2393.8
PRV52085,0.0,0.0,0.0,0.0,0.0,0.0,824.0,8.327868852459016,0.0,0.0060679611650485,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52087,2.0,7.0,0.0,0.0,0.0,0.0,54.0,9.0,0.0,0.0,0.0,0.0,0,2.0,98.5,13.5,1.0,4695.0,2317.0
PRV52088,1.0,2.0,1.0,0.0,0.0,0.3333333333333333,43.0,9.0,0.0,0.0,0.0,0.0,0,1.0,78.0,21.0,1.0,23250.0,1338.0
PRV52089,15.0,8.133333333333333,0.8,0.1333333333333333,0.0666666666666666,0.0883333333333333,130.0,8.909090909090908,0.0,0.0,0.0,0.0,1,14.0,81.92857142857143,16.928571428571427,1.0,18472.85714285714,2074.0
PRV52090,0.0,0.0,0.0,0.0,0.0,0.0,303.0,8.303030303030303,0.0,0.0165016501650165,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52092,12.0,8.75,0.5833333333333334,0.1666666666666666,0.0,0.0568181818181818,147.0,8.4375,0.0,0.0068027210884353,0.0,0.0,0,12.0,75.08333333333333,15.583333333333334,1.0,17827.5,2074.5
PRV52094,8.0,8.625,0.75,0.125,0.0,0.0792207792207792,45.0,8.5,0.0,0.0,0.0,0.0,0,7.0,76.57142857142857,15.571428571428571,1.0,33855.71428571428,3139.1428571428573
PRV52095,1.0,9.0,1.0,0.0,0.0,0.1,37.0,9.25,0.0,0.027027027027027,0.0,0.0,0,1.0,71.0,15.0,1.0,10510.0,2336.0
PRV52097,1.0,9.0,0.0,0.0,0.0,0.0,54.0,8.5,0.0,0.0,0.0,0.0,0,1.0,69.0,14.0,1.0,6710.0,1198.0
PRV52098,0.0,0.0,0.0,0.0,0.0,0.0,469.0,8.11111111111111,0.0,0.0085287846481876,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52099,2.0,8.5,0.5,0.0,0.0,0.05,88.0,8.6,0.0,0.0,0.0,0.0,0,2.0,87.0,16.5,1.0,8025.0,1738.0
PRV52100,164.0,8.182926829268293,0.7804878048780488,0.1036585365853658,0.0304878048780487,0.0896658219828951,37.0,8.4,0.0,0.0,0.0,0.0,1,140.0,75.35714285714286,16.67142857142857,1.0,16853.0,2190.9
PRV52101,1.0,8.0,3.0,0.0,1.0,0.3333333333333333,14.0,4.0,0.0,0.0,0.0,0.0,0,1.0,79.0,17.0,1.0,10130.0,1098.0
PRV52102,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52104,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,7.858695652173913,0.0016820857863751,0.0058873002523128,0.0008410428931875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52105,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52107,10.0,8.2,0.7,0.1,0.1,0.0683838383838383,109.0,8.6,0.0,0.0091743119266055,0.0,0.0,0,10.0,77.3,15.7,1.0,14262.0,1741.2
PRV52109,0.0,0.0,0.0,0.0,0.0,0.0,248.0,6.833333333333333,0.0,0.0080645161290322,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52111,9.0,7.111111111111111,0.5555555555555556,0.0,0.0,0.07173721340388,76.0,7.0,0.0,0.0131578947368421,0.0,0.0,0,9.0,75.77777777777777,16.333333333333332,1.0,16622.222222222223,2332.0
PRV52112,24.0,8.125,0.5833333333333334,0.25,0.0416666666666666,0.0627886002886002,61.0,7.75,0.0,0.0163934426229508,0.0,0.0,0,24.0,78.95833333333333,15.666666666666666,1.0,22615.833333333332,2622.1666666666665
PRV52113,0.0,0.0,0.0,0.0,0.0,0.0,120.0,7.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52114,105.0,8.038095238095238,0.7333333333333333,0.0761904761904762,0.0095238095238095,0.0897381983096268,1164.0,8.039473684210526,0.0,0.0025773195876288,0.0,0.0,1,93.0,74.53763440860214,16.677419354838708,1.0,18955.483870967742,2230.0860215053763
PRV52115,20.0,7.9,1.15,0.1,0.1,0.1478282828282828,70.0,8.0,0.0,0.0142857142857142,0.0,0.0,1,19.0,76.52631578947368,17.05263157894737,1.0,17033.684210526317,2160.2105263157896
PRV52118,4.0,8.0,1.5,0.0,0.0,0.16875,48.0,8.5,0.0,0.0,0.0,0.0,0,4.0,80.75,16.5,1.0,27865.0,3205.0
PRV52119,16.0,8.9375,0.9375,0.125,0.0625,0.0914772727272727,36.0,9.0,0.0,0.0,0.0,0.0,1,16.0,72.5,17.125,1.0,23885.0,3203.5
PRV52120,165.0,8.018181818181818,0.696969696969697,0.0606060606060606,0.0242424242424242,0.0865669683851502,1066.0,8.181818181818182,0.0009380863039399,0.0075046904315197,0.0009380863039399,0.0,1,143.0,74.36363636363636,16.475524475524477,1.0,15799.44055944056,2030.4335664335665
PRV52121,4.0,7.0,1.0,0.0,0.0,0.1027777777777777,49.0,0.0,0.0,0.0,0.0,0.0,0,4.0,76.75,17.5,1.0,14487.5,1789.5
PRV52122,0.0,0.0,0.0,0.0,0.0,0.0,41.0,9.6,0.0,0.073170731707317,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52123,162.0,8.024691358024691,0.7098765432098766,0.0802469135802469,0.0246913580246913,0.0840196497603905,94.0,9.11111111111111,0.0,0.0319148936170212,0.0,0.0,1,140.0,73.97142857142858,16.728571428571428,1.0,15949.357142857143,2418.885714285714
PRV52124,7.0,7.857142857142857,1.1428571428571428,0.1428571428571428,0.0,0.127334570191713,108.0,7.285714285714286,0.0,0.0092592592592592,0.0,0.0,1,7.0,80.71428571428571,16.142857142857142,1.0,25880.0,2188.8571428571427
PRV52126,39.0,8.41025641025641,0.9230769230769232,0.1025641025641025,0.0512820512820512,0.0961066711066711,71.0,8.125,0.028169014084507,0.028169014084507,0.0140845070422535,0.0,0,37.0,73.91891891891892,16.81081081081081,1.0,18972.432432432433,2168.810810810811
PRV52127,5.0,7.4,0.8,0.0,0.0,0.1066666666666666,10.0,10.0,0.0,0.1,0.0,0.0,0,5.0,81.8,15.6,1.0,47050.0,3459.6
PRV52128,53.0,8.056603773584905,0.9433962264150944,0.1132075471698113,0.0188679245283018,0.1140651801029159,60.0,8.75,0.0,0.0,0.0,0.0,0,52.0,73.4423076923077,16.192307692307693,1.0,17109.03846153846,2220.9615384615386
PRV52129,0.0,0.0,0.0,0.0,0.0,0.0,223.0,8.5,0.0,0.0134529147982062,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52130,10.0,7.5,1.2,0.1,0.1,0.1511976911976912,83.0,8.416666666666666,0.0,0.0120481927710843,0.0,0.0,0,9.0,61.111111111111114,17.0,1.0,22995.555555555555,2343.3333333333335
PRV52131,31.0,8.096774193548388,0.5161290322580645,0.1612903225806451,0.0,0.0534108364753526,53.0,9.0,0.0,0.0,0.0,0.0,0,28.0,75.25,15.928571428571429,1.0,17163.571428571428,1898.5714285714287
PRV52133,2.0,8.0,0.5,0.0,0.0,0.05,303.0,7.75,0.0,0.0066006600660066,0.0,0.0,0,2.0,84.5,14.5,1.0,5615.0,1702.0
PRV52135,210.0,8.223809523809523,0.5666666666666667,0.0952380952380952,0.019047619047619,0.0639823404109118,53.0,8.375,0.0,0.0,0.0,0.0,1,189.0,75.83597883597884,16.571428571428573,1.0,16358.730158730159,2361.904761904762
PRV52136,40.0,8.05,0.5,0.125,0.025,0.0559244227994228,64.0,9.2,0.0,0.046875,0.0,0.0,0,40.0,72.3,16.325,1.0,15818.0,2088.7
PRV52138,0.0,0.0,0.0,0.0,0.0,0.0,188.0,7.555555555555555,0.0,0.0212765957446808,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52140,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52141,3.0,7.666666666666667,0.3333333333333333,0.0,0.0,0.0333333333333333,668.0,8.123076923076923,0.0,0.0059880239520958,0.0,0.0,0,3.0,81.0,16.0,1.0,9176.666666666666,1511.3333333333333
PRV52142,28.0,8.321428571428571,0.7142857142857143,0.1428571428571428,0.0357142857142857,0.0724657287157287,31.0,0.0,0.0,0.0,0.0,0.0,0,28.0,79.0,16.821428571428573,1.0,21103.214285714286,2364.9285714285716
PRV52143,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52144,12.0,7.666666666666667,0.8333333333333334,0.0,0.0,0.0889880952380952,122.0,7.125,0.0,0.0163934426229508,0.0,0.0,0,12.0,68.66666666666667,17.333333333333332,1.0,15392.5,2482.3333333333335
PRV52145,0.0,0.0,0.0,0.0,0.0,0.0,245.0,7.772727272727272,0.0,0.0040816326530612,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52146,24.0,8.458333333333334,0.625,0.125,0.0,0.0714962121212121,16.0,0.0,0.0,0.0,0.0,0.0,0,23.0,78.43478260869566,16.434782608695652,1.0,16943.043478260868,2304.9565217391305
PRV52147,18.0,8.61111111111111,0.8888888888888888,0.1666666666666666,0.0,0.0921356421356421,193.0,7.6923076923076925,0.0,0.0103626943005181,0.0,0.0,1,18.0,72.55555555555556,16.77777777777778,1.0,25225.0,2516.0
PRV52148,42.0,8.333333333333334,0.7619047619047619,0.0952380952380952,0.0,0.0842815914244485,36.0,7.333333333333333,0.0,0.0277777777777777,0.0,0.0,0,41.0,74.65853658536585,16.48780487804878,1.0,15590.0,2146.048780487805
PRV52149,16.0,8.1875,0.75,0.125,0.0625,0.085842803030303,164.0,7.8125,0.0,0.0060975609756097,0.0,0.0,0,16.0,78.625,16.3125,1.0,18839.375,2165.375
PRV52150,31.0,7.935483870967742,0.9032258064516128,0.0967741935483871,0.0,0.1177861564958339,279.0,7.454545454545454,0.0,0.003584229390681,0.0,0.0,0,31.0,73.96774193548387,16.806451612903224,1.0,21594.516129032258,2206.451612903226
PRV52151,47.0,8.0,0.7872340425531915,0.1063829787234042,0.0212765957446808,0.0922361917042768,74.0,9.0,0.0,0.0,0.0,0.0,1,45.0,76.26666666666667,16.933333333333334,1.0,17558.666666666668,2846.9777777777776
PRV52152,47.0,7.680851063829787,0.723404255319149,0.0425531914893617,0.0,0.0949272358846827,41.0,8.0,0.0,0.0,0.0,0.0,0,45.0,78.5111111111111,16.844444444444445,1.0,17565.11111111111,2278.6222222222223
PRV52154,0.0,0.0,0.0,0.0,0.0,0.0,742.0,8.170212765957446,0.0,0.0040431266846361,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52155,12.0,7.666666666666667,0.75,0.1666666666666666,0.0,0.0978535353535353,50.0,7.0,0.0,0.0,0.0,0.0,0,12.0,72.83333333333333,18.416666666666668,1.0,11046.666666666666,1753.0
PRV52156,13.0,8.307692307692308,1.2307692307692308,0.1538461538461538,0.0769230769230769,0.1409090909090909,111.0,7.888888888888889,0.0,0.0,0.0,0.0,0,13.0,76.38461538461539,16.307692307692307,1.0,28893.076923076922,3112.769230769231
PRV52157,43.0,8.209302325581396,0.7441860465116279,0.0465116279069767,0.0232558139534883,0.0827443873955501,184.0,9.2,0.0,0.0054347826086956,0.0,0.0,0,40.0,74.225,16.95,1.0,19257.75,1967.75
PRV52159,24.0,7.458333333333333,0.4166666666666667,0.0416666666666666,0.0,0.0539021164021163,247.0,7.642857142857143,0.0,0.0040485829959514,0.0,0.0,0,24.0,76.66666666666667,16.875,1.0,17933.333333333332,2767.5833333333335
PRV52160,3.0,8.666666666666666,1.0,0.0,0.0,0.1037037037037037,50.0,8.428571428571429,0.0,0.02,0.0,0.0,0,3.0,81.0,16.0,1.0,38230.0,5889.333333333333
PRV52161,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52162,1.0,9.0,2.0,0.0,0.0,0.2,38.0,9.4,0.0,0.0526315789473684,0.0,0.0,0,1.0,89.0,16.0,1.0,15380.0,2348.0
PRV52163,2.0,7.0,0.5,0.0,0.0,0.0833333333333333,60.0,8.6,0.0,0.0166666666666666,0.0,0.0,0,2.0,72.5,14.0,1.0,39415.0,20421.0
PRV52165,10.0,8.0,0.5,0.1,0.0,0.0549675324675324,62.0,8.666666666666666,0.0,0.0,0.0,0.0,1,9.0,64.0,15.88888888888889,1.0,14486.666666666666,1930.4444444444443
PRV52166,7.0,8.428571428571429,0.7142857142857143,0.1428571428571428,0.0,0.0701298701298701,93.0,7.25,0.0,0.0,0.0,0.0,0,7.0,83.71428571428571,17.428571428571427,1.0,11377.142857142857,2666.5714285714284
PRV52167,9.0,7.111111111111111,0.6666666666666666,0.0,0.0,0.1112433862433862,71.0,9.0,0.0,0.0,0.0,0.0,0,9.0,83.0,16.555555555555557,1.0,15941.111111111111,2578.4444444444443
PRV52168,0.0,0.0,0.0,0.0,0.0,0.0,78.0,8.777777777777779,0.0,0.0128205128205128,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52169,0.0,0.0,0.0,0.0,0.0,0.0,39.0,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52170,3.0,9.333333333333334,1.0,0.3333333333333333,0.0,0.0969696969696969,40.0,7.25,0.0,0.0,0.0,0.0,0,3.0,50.333333333333336,15.666666666666666,1.0,27310.0,3070.6666666666665
PRV52171,3.0,7.666666666666667,0.6666666666666666,0.0,0.0,0.0666666666666666,9.0,8.0,0.0,0.0,0.0,0.0,0,3.0,82.66666666666667,16.0,1.0,26880.0,4187.333333333333
PRV52173,119.0,8.134453781512605,0.865546218487395,0.0756302521008403,0.0504201680672268,0.1044808832623958,0.0,0.0,0.0,0.0,0.0,0.0,1,108.0,75.00925925925925,16.814814814814813,1.0,18558.055555555555,2396.6296296296296
PRV52174,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52175,0.0,0.0,0.0,0.0,0.0,0.0,221.0,8.352941176470589,0.0,0.0135746606334841,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52176,21.0,8.285714285714286,1.0476190476190477,0.238095238095238,0.0476190476190476,0.1214216999931285,0.0,0.0,0.0,0.0,0.0,0.0,0,21.0,78.61904761904762,17.19047619047619,1.0,21991.428571428572,2165.0476190476193
PRV52177,5.0,8.8,1.4,0.4,0.0,0.1535064935064935,34.0,7.333333333333333,0.0,0.0,0.0,0.0,0,5.0,76.2,15.8,1.0,10970.0,2280.4
PRV52178,133.0,8.180451127819548,0.7518796992481203,0.112781954887218,0.0526315789473684,0.0930388742418817,3.0,8.0,0.0,0.0,0.0,0.0,1,118.0,75.47457627118644,16.28813559322034,1.0,19062.457627118645,2490.7118644067796
PRV52179,2.0,8.0,0.5,0.0,0.0,0.05,42.0,9.0,0.0,0.0714285714285714,0.0,0.0,0,2.0,67.0,13.0,1.0,27765.0,7270.0
PRV52180,5.0,8.8,1.0,0.0,0.0,0.1,57.0,7.666666666666667,0.0,0.0350877192982456,0.0,0.0,0,5.0,80.6,15.8,1.0,17710.0,2410.8
PRV52181,10.0,8.3,1.0,0.1,0.1,0.1115584415584415,17.0,0.0,0.0,0.0,0.0,0.0,1,10.0,70.7,16.6,1.0,12857.0,2561.6
PRV52182,5.0,7.2,0.6,0.2,0.0,0.0581818181818181,104.0,7.333333333333333,0.0,0.0,0.0,0.0,0,5.0,65.4,16.8,1.0,13630.0,1875.2
PRV52184,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52185,0.0,0.0,0.0,0.0,0.0,0.0,68.0,8.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52186,0.0,0.0,0.0,0.0,0.0,0.0,41.0,8.0,0.0,0.024390243902439,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52187,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52188,14.0,7.857142857142857,0.6428571428571429,0.1428571428571428,0.0714285714285714,0.0674912389198103,19.0,6.0,0.0,0.0,0.0,0.0,0,13.0,75.76923076923077,16.923076923076923,1.0,18780.76923076923,3316.6153846153848
PRV52189,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.166666666666666,0.0,0.0434782608695652,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52191,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52192,6.0,8.5,0.5,0.0,0.0,0.0571428571428571,26.0,9.0,0.0,0.0384615384615384,0.0,0.0,0,4.0,66.75,17.25,1.0,18455.0,2769.0
PRV52193,0.0,0.0,0.0,0.0,0.0,0.0,153.0,8.133333333333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52195,10.0,8.4,0.6,0.2,0.0,0.0648484848484848,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,73.3,16.7,1.0,17356.0,2054.0
PRV52196,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52197,10.0,9.0,1.3,0.1,0.1,0.1290909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,79.1,16.6,1.0,17093.0,1963.0
PRV52199,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52201,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52202,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.666666666666666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52204,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52205,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52206,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52208,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52209,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52211,0.0,0.0,0.0,0.0,0.0,0.0,130.0,6.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52212,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52213,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52214,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.666666666666666,0.0,0.0212765957446808,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52216,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52217,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52218,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52219,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52220,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.333333333333334,0.0,0.0833333333333333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52222,0.0,0.0,0.0,0.0,0.0,0.0,54.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52224,0.0,0.0,0.0,0.0,0.0,0.0,41.0,7.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52225,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52226,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52227,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52228,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52229,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.666666666666666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52230,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52231,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52232,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52233,0.0,0.0,0.0,0.0,0.0,0.0,216.0,7.666666666666667,0.0,0.0092592592592592,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52235,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52236,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52237,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.5,0.0,0.0263157894736842,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52238,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52240,0.0,0.0,0.0,0.0,0.0,0.0,62.0,7.0,0.0,0.0161290322580645,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52241,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52242,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52246,0.0,0.0,0.0,0.0,0.0,0.0,67.0,7.714285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52247,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52248,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52249,0.0,0.0,0.0,0.0,0.0,0.0,47.0,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52251,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52252,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52254,0.0,0.0,0.0,0.0,0.0,0.0,31.0,7.75,0.0,0.032258064516129,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52255,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52257,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52260,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52262,0.0,0.0,0.0,0.0,0.0,0.0,112.0,8.583333333333334,0.0,0.0089285714285714,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52263,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52264,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
